KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
Chapter26_actdescAddVOxTank,"All cockpits are airtight! So even if you fly around in an oxygen rich environment, you'll use up your suit O2 while sitting in a cockpit. This also applies to Capital Vessel cockpits!.\n\nAdd an O2 tank to your vessel and put some O2 bottles inside. You'll then first use up those, before your suit Oxygen is used.\n\n[u]Tips:[/u]\n- Open the console (P) to check how much Oxygen is left\n- You do not need to add an O2 station to your vessel for this to work. O2 stations are only required to refill your suit's O2 manually.",,,,,,,,"Все кабины герметичны! Таким образом, даже если вы летите в атмосфере, богатой кислородом, вы будете использовать свой костюм O2, сидя в кабине. Это также относится к кабинам БС!\n\nДобавьте бак с кислородом в ваше судно и заправьте его. Вы сначала израсходуете его, прежде чем ваш костюм будет использовать кислород.\n\n[u][b]Подсказки:[/b][/u] \n- Откройте консоль (P), чтобы проверить, сколько кислорода осталось- Вам не нужно добавлять станцию O2 на ваше судно, чтобы это работало. О2 станции требуются только для пополнения O2 вашего костюма вручную.",,,,,,,,
Chapter26_acttitleAddVOxTank_CompletedMessage,$,$,,,,,,,,,,,,,,,
Chapter26_tasktitleWeapons,Weapons,,,,,,,,Оружие,,,,,,,,
Chapter26_acttitleAddVWeapons,Add a SV Weapon,,,,,,,,Добавьте оружие на МС,,,,,,,,
Chapter26_actdescAddVWeapon,"Like with any base, you can add weapons and turrets to your vessel. Mounted guns are available for all vessels. Turrets are only available for Hover Vessels and Capital Vessels.",,,,,,,,"Как и с любой базой, вы можете добавить оружие и башни на свое судно. Установленные орудия доступны для всех судов. Башни доступны только для ПС и БС.",,,,,,,,
Chapter26_acttitleAddVWeapons_CompletedMessage,$,$,,,,,,,,,,,,,,,
Chapter26_acttitleAddVAmmoB,Add an Ammo Box,,,,,,,,Добавьте Ящик амуниции,,,,,,,,
Chapter26_actdescAddVAmmoB,"You need to add an ammo box anywhere on your vessel and fill it with the correct ammo type, so your mounted weapons and turrets can be reloaded!\n\n[b]Engineering notes:[/b]\n- Turrets will reload and fire automatically. You can of course enter a turret and use it manually as well.\n- Mounted guns can be managed manually, but will reload automatically if you keep the fire button pressed!\n- If you aim at a target, your fixed guns will converge automatically!\n- Homing missiles only lock on their target if you were pointing at this target when firing!",,,,,,,,"Вам нужно добавить ящик амуниции в любое место на вашем судне и заполнить его правильным типом боеприпасов, чтобы ваши орудия и башни могли перезаряжаться!\n\n[b]Инженерные заметки:[/b] \n- Турели будут перезаряжаться и стрелять автоматически. Вы можете, конечно, войти в башню и использовать ее также вручную.\n- Смонтированным оружием можно управлять вручную, но оно будет автоматически перезаряжаться, если вы удерживаете кнопку огня нажатой!\n- Если вы нацелитесь на цель, ваши фиксированные пушки будут сходиться автоматически!- Самонаводящиеся ракеты летят только в свою цель, если вы указывали на эту цель при стрельбе!",,,,,,,,
Chapter26_acttitleAddVAmmoB_CompletedMessage,$,$,,,,,,,,,,,,,,,
Chapter26_tasktitleDockingPads,Docking Pads and Landing Gears,,,,,,,,Стыковочные площадки и шасси,,,,,,,,
Chapter26_acttitleAddVDockingPads,Add Docking Pads or Landing Gears,,,,,,,,Добавьте стыковочные площадки или шасси,,,,,,,,
Chapter26_actdescAddVDockingPads,"Docking Pads as well as Landing Gears will not only allow you to dock your HV and SV to a CV, but also allow your vessel to land on uneven terrain or absorb damage of a hard landing on solid terrain. If yo do NOT use those devices, you'll easily damage and break your vessel.\n\n[b]How to use docking pads and landing gears:[/b]\n- If you built a CV and want to take your SV and HV with you, your SV and HV will need to have any type of Docking Pad or Landing Gear added underneath the vessel.\n- Docking works just by landing on a flat space on your CV. There is no docking button. Keep an eye on the right info panel. The docking status will tell you if your vessel is docked or not!\n- If you want to take off, just hit SPACE (default) and un-docking is happening automatically as well.\n- Docking is only possible for SV and HV. The CV landing gears do not 'dock' to a Base.\n- SV and HV can not be docked to each other.\n\n[b]Important:[/b]\n- Your CV and the to-be-docked vessel need to be in the same faction. If you did not change anything (like in any Single Player Game), every newly created vessel is set to PRIVATE automatically. If you play in Multiplayer and join a Faction, you can only dock a Faction-Vessel to its Faction-CV!\n- Exception: A CV that is set to PUBLIC can be used as a docking platform for vessels with any faction status!",,,,,,,,"Стыковочные площадки, а также шасси не только позволят вам закрепить ваше ПС и МС на БС, но и позволят вашему судну приземлиться на неровной поверхности или поглотить повреждения при жесткой посадке на твердой поверхности. Если вы НЕ используете эти устройства, вы легко повредите и сломаете свое судно.\n\n[b]Как использовать стыковочные площадки и шасси:[/b] \n- Если вы создали БС и хотите взять с собой МС и ПС, то под МС и под вашим судном должны быть установлены док-станции или шасси любого типа.\n- Стыковка работает, просто приземляясь на ровное место на вашем БС. Там нет кнопки стыковки. Следите за правой информационной панелью. Статус стыковки покажет вам, находится ли ваше судно в доке или нет!\n- Если вы хотите снять, просто нажмите [ff8000]ПРОБЕЛ[-] (по умолчанию), и отстыковка происходит автоматически.\n- Стыковка возможна только для МС и ПС. Шасси БС [u][i]не пристыковываются[/i][/u] к базе.\n- МС и ПС не могут быть пристыкованы друг к другу.\n\n[b]Важно:[/b] \n- Ваше БС и судно, подлежащее стыкованию, должны быть в одной фракции. Если вы ничего не меняли (как в любой одиночной игре), для каждого вновь созданного судна автоматически устанавливается ЧАСТНАЯ СОБСТВЕННОСТЬ. Если вы играете в мультиплеере и присоединяетесь к фракции, вы можете прикрепить только фракционное судно к его фракции-БС!- Исключение: БС, установленное на ПУБЛИЧНО, может использоваться в качестве платформы для стыковки судов с любым статусом фракции!",,,,,,,,
Chapter26_acttitleAddVDockingPads_CompletedMessage,$,$,,,,,,,,,,,,,,,
Chapter26_tasktitleAdditionalBlocks,Additional Blocks,,,,,,,,Добавочные блоки,,,,,,,,
Chapter26_acttitleAdditionalVBlocks,Place Additional Blocks,,,,,,,,Разместите добавочные блоки,,,,,,,,
Chapter26_actdescAdditionalVBlocks,"You can of course add several other, useful blocks to your vessel.\n\n[u]Suggestions:[/u]\n- Add a cargo box to store loot and a fridge to store food.\n- If you plan to do a big round trip with a lot of expected dangerous exploration, you might need some spare parts to be produced while under way. Add a small constructor to your SV or HV or a large/advanced Constructor to your CV. This way you can fix broken devices without having to return to your base too early.\n- If you build a CV, you should add a Gravity Generator. If your ship is standing still, this will allow you to walk around in your vessel.\n- If you want to WARP to another planet, your CV needs to be equipped with a Warpdrive. Warpdrives are only available for a CV! You need to add the Warp Drive Tank and add Pentaxid Crystals as a fuel (Pentaxid is crafted from Blue Crystals, found on most of the Planets. On Maiy, dive into the deeper lakes to find them!)",,,,,,,,"Конечно, вы можете добавить несколько других полезных блоков на ваше судно..\n\n[b]Предложения:[/b] \n- Добавьте ящик хранения для хранения добычи и холодильник для хранения продуктов.\n- Если вы планируете совершить большую поездку туда и обратно с большим количеством ожидаемых опасностей, вам могут понадобиться некоторые запасные части, которые будут производиться во время движения. Добавьте небольшой конструктор к вашему МС или ПС или большой / продвинутый конструктор к вашему БС. Таким образом, вы можете починить сломанные устройства, не возвращаясь на базу слишком рано.\n- Если вы создаете резюме, вы должны добавить Генератор гравитации. Если ваш корабль стоит на месте, это позволит вам ходить на вашем судне.- Если вы хотите Варп-прыжок на другую планету, ваше БС должно быть оснащено Варп двигателем. Варп двигатели доступны только для БС! Вам нужно добавить Бак варп двигателя и добавить Кристаллы Пентаксида в качестве топлива (Пентаксид создается из Синих Кристаллов, которые можно найти на большинстве планет. На Майи, погрузитесь в более глубокие озера, чтобы найти их!)",,,,,,,,
