KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish
actdescXenuO,Conquer a Xenu Base on Omicron by destroying the core!,,Conquérir la base Xenu sur Omicron en détruisant le noyau de la base et en y plaçant le votre !,,,,"Conquiste uma Base Epsilon em Akua, destruindo o núcleo e colocando o seu próprio! Aviso: você deve usar armas de projéteis para destruir o núcleo - você não pode usar explosivos (por exemplo, lançador de foguete, dispositivo explosivo, etc.)",,"Захватите базу Ксену на Омикроне, уничтожив её ядро и заменив его своим!",オミクロンにおいてジヌーの拠点のコアを破壊して自分自身のものにしてください！,在奥米克戎星征服一座泽纽基地，摧毁他们的核心换上你的！,,,
acttitleGhostRM,GhostRider Base (Masp.),,Base Ghost Rider (Masperon).,,,,Base GhostRider (Masperon),,База Призрачных Гонщиков (Масп.),ゴーストライダーベース,幽灵骑士基地（迈斯潘）,,,
actdescGhostRM,Conquer a Ghost Rider Base on Masperon by destroying the core!,,Conquérir la base Ghost Rider sur Masperon en détruisant le noyau de la base et en y plaçant le votre !,,,,Conquiste uma Base Ghost Rider em Masperon destruindo o núcleo e colocando o seu!,,"Захватите базу Призрачных Гонщиков на Маспероне, уничтожив её ядро и заменив его своим!",マスペロンのゴーストライダー基地を征服するには、コアを破壊して自分のコアを配置します！,在迈斯潘星征服一座幽灵骑士基地，摧毁他们的核心换上你的！,,,
chptitleReadFirst,READ FIRST - Faction Missions,,A lire en premier - Missions de Faction,,,,LEIA PRIMEIRO - Missões de Facção,,ПРОЧТИТЕ В ПЕРВУЮ ОЧЕРЕДЬ - Миссии фракции,最初にお読みください - ファクションミッション,派系任务 - 导读,,,
chpdescReadFirst,VERY IMPORTANT - PLEASE READ FIRST,,TRÈS IMPORTANT - LIRE EN PREMIER,,,,MUITO IMPORTANTE - LEIA PRIMEIRO,,"ОЧЕНЬ ВАЖНО - ПОЖАЛУЙСТА, ПРОЧТИТЕ В ПЕРВУЮ ОЧЕРЕДЬ",非常に重要 - 最初にお読みください,非常重要 - 务必先读,,,
tasktitleReadFi,VERY IMPORTANT - PLEASE READ FIRST,,TRÈS IMPORTANT - LIRE EN PREMIER,,,,MUITO IMPORTANTE - LEIA PRIMEIRO,,"ОЧЕНЬ ВАЖНО - ПОЖАЛУЙСТА, ПРОЧТИТЕ В ПЕРВУЮ ОЧЕРЕДЬ",非常に重要 - 最初にお読みください,非常重要 - 务必先读,,,
acttitleFMstart,How To FACTION MISSION,,Comment effectuer une MISSION FACTION,,,,Como fazer uma MISSÃO DE FACÇÃO,,Как работают МИССИИ ФРАКЦИИ,ファクション・ミッション,怎样完成派系任务,,,
actdescFMstart,"If someone in your team starts a faction mission, he becomes the LEADER and in his mission list, 'Leader' will show up next to the mission title.\n\nThis is important, because only the leader will receive the rewards of a completed mission. He is responsible to share it with his team.\n\nAs soon as someone started a Faction Mission as a leader, all faction members will see 'Running' next to the mission in their own mission list.\n\nIf you want to participate and contribute, select the mission and click the 'Acitvate Mission' button. 'Running' will turn into 'Supporter' to indicate that now your contributions are counted for the missions goals!",,"Si quelqu'un dans votre équipe démarre une Mission Faction, il devient le LEADER et dans sa liste de mission, « LEADER » apparaîtra à côté du titre de la Mission.\n\nC'est important, parce que seulement le leader recevra la récompense d'une mission terminée. Il est chargé de la partager avec son équipe.\n\nDès que quelqu'un a commencé une Mission Faction en tant que leader, tous les membres de la Faction verront « Running » à côté de la mission dans leur propre liste de mission.\n\nSi vous souhaitez participer et contribuer, sélectionnez la mission et cliquez sur le bouton « Activer la Mission ». « Running » va se transformer en « Supporter » pour indiquer que maintenant vos contributions sont comptées pour les objectifs de missions !",,,,"Se alguém em sua equipe começar uma missão de facção, ele se torna LIDER e em sua lista de missões, 'Lider' aparecerá ao lado do título da missão.\n\nIsso é importante, porque somente o líder receberá as recompensas de uma missão completa. Ele é responsável por compartilhá-lo com sua equipe.\n\nAssim que alguém iniciou uma Missão de Fação como líder, todos os membros das facções verão 'Cumprindo' ao lado da missão em sua própria lista de missão.\n\nSe você quiser participar e contribuir, selecione a missão e clique no botão 'Ativar Missão'. 'Cumprindo' se transformará em 'Suporte' para indicar que agora suas contribuições são contadas para as metas de missões!",,"Когда кто-то из вашей фракции начинает выполнение миссии фракции, он становится ЛИДЕРОМ и в его списке миссий рядом с названием миссии отображается 'Лидер'.\n\nЭто важно, так как только лидер получает награду за выполнение миссии. И на его ответственности распределение награды между членами команды.\n\nКак только кто-то запустил миссию фракции, у всех членов фракции в списке миссий фракции возле соответствующей миссии появится обозначение 'Выполняется'.\n\nЕсли вы хотите принять участие и внести свой вклад, выберите миссию в списке и нажмите кнопку 'Активировать миссию'. Надпись 'Выполняется' сменится на 'Помощник', которая показывает, что с этого момента ваш вклад учитывается в прогрессе миссии!",あなたのチームの誰かが派閥ミッションを開始した場合、彼はリーダーになり、ミッションリストでミッションのタイトルの隣に「リーダー」が表示されます。\ n \ nリーダーだけが完了した報酬を受け取るため、ミッション。彼はチームと共有する責任があります。\ n \ n誰かが派閥ミッションをリーダーとして開始すると、すべての派閥メンバーは自分のミッションリストのミッションの隣に「実行中」と表示されます。\ n \ n参加して貢献するには、ミッションを選択し、[Acitvate Mission]ボタンをクリックします。 「実行中」は「サポーター」に変わり、あなたの貢献度はミッション目標のためにカウントされます。,如果在你的团队中有人开始派系任务，他会成为发起者，在他的任务列表中，“发起者”会显示在任务标题后。\n\n这很重要，因为只有发起者会收到全部的任务奖励，他要负责与他的团队分享奖励。\n\n一旦有人作为发起者开启派系任务，派系的所有成员都会在自己的任务列表中看到“待加入”的显示。\n\n如果你想参与此派系任务，点选任务，点击“激活任务”按钮。“待加入”将变成“参与者”，这样你的贡献将被算作任务目标！,,,
adttitleFMissue,Known issues and CONSTRAINT,,Problèmes connus et contraintes,,,,Problemas conhecidos e RESTRIÇÕES,,Известные проблемы и ОГРАНИЧЕНИЯ,既知の問題と制約,已知问题和一些限制,,,
actdescFMissue,"[b]Important Note:[/b] Faction Missions are still a work-in-progress feature with one important technical constraint:\n\n[b]Mission progress will not be saved[/b]\nThis means: Other than for Singleplayer Missions and the Tutorial Chapters, a Faction Mission needs to be completed in ONE pass. If you deactivate the mission, progress will be lost (a warning will be displayed, though). Same happens if the mission leader leaves the server.\n\nThis behaviour will be improved as soon as possible. Until then, we have set up the Faction Missions in a way that should allow having fun, but not needing to invest hours and hours and risk loosing progress.",,"[b][/u]note importante :[/u] [/b]Les Missions Faction sont toujours 'work-in-progress' avec une contrainte technique importante:\n\n[b]la progression des missions n'est pas sauvegardée.[/b]\nCe qui signifie qu'à la différence des Missions Solo et les chapitres du tutoriel, une Mission de Faction doit être effectuée en une seule passe. Si vous arrêtez la mission en cours, les progrès seront perdus (un avertissement s'affiche, cependant). Même chose arrive si le chef de la mission quitte le serveur.\n\nCe problème sera résolu dès que possible. D'ici là, nous avons mis en place les Missions Faction d'une manière qui devrait permettre de s'amuser, en n'ayant pas besoin d'investir des heures de jeu au risque de perdre les progrès.",,,,"[b]Nota Importante: [/b] As Missões de Facção ainda são um recurso de trabalho em progresso com uma restrição técnica importante:\n\n[b]O progresso da missão não será salvo [/b]\nIsso significa: Além das Missões de SinglePlayer e dos Capítulos do Tutorial, uma Missão de Facção precisa ser completada UMA vez. Se você desativar a missão, o progresso será perdido (porém, um aviso será exibido). O mesmo acontece se o líder da missão deixar o servidor.\n\nEsse comportamento será melhorado o mais rápido possível. Até então, criamos as Missões de Facção de uma forma que deve permitir-se divertir, mas não precisa investir horas e horas e arriscar-se com risco de perder todo progresso.",,"[b]Важное замечание:[/b] Миссии фракции всё ещё находятся в активной разработке и поэтому имеют одно важное техническое ограничение:\n\n[b]Прогресс миссии не сохраняется[/b]\nЭто означает: В отличие от одиночных миссий и глав руководства, миссии фракции должны быть выполнены за ОДИН заход. Если вы деактивируете миссию, её прогресс будет потерян (конечно, будет показано предупреждение). То же самое произойдет, если лидер миссии выйдет с сервера.\n\nМы исправим это ограничение как только станет возможно. Ну а пока мы настроили миссии фракции таким образом, чтобы можно было получать удовольствие от совместного выполнения, но при этом не тратить на это многие часы с риском потерять весь прогресс из-за текущих ограничений.",[b]重要なメモ：[/ b]派閥ミッションは、依然として重要な技術的拘束力を持つ進行中の機能です：\ n \ n [b]ミッションの進捗状況は保存されません[/ b] \ nこれは以下を意味します：シングルプレイヤーミッションとチュートリアルの章については、派閥ミッションは1回のパスで完了する必要があります。ミッションを無効にすると、進行状況が失われます（ただし、警告が表示されます）。任務リーダーがサーバーを離れると同じことが起こります。\ n \ nこの動作はできるだけ早く改善されます。それまで、私たちは楽しい時間を過ごす必要はなく、時間と時間を費やす必要がなく、進歩が失われる危険にさらされないように、ファクションミッションを設定しました。,[b]注意事项：[/b]派系任务仍然是一个开发中的程序，它目前有一定的技术限制：\n\n[b]任务进度将不会保存[/b]\n这意味着：与单人任务和教程章节任务不同的是，派系任务需要一次在线完成。如果您中途中止了任务，所有任务进度将会丢失（尽管会显示警告）。如果任务的“发起者”掉线也会是同样的情况。\n\n这种状况我们会尽快改进。在此之前，我们只能把派系任务作的简单有趣一些，而未发布那些需要投入大量时间和功夫，并不得不冒着失去任务进度的危险才能完成的任务。,,,
