KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish
ConstructorSurvivalV2,Survival Constructor,Überlebens-Konstruktor,Constructeur de survie,Costruttore di Sopravvivenza,Constructor de supervivencia,Construtor Sobrevivência,Construtor de Sobrevivência,Przenośny Konstruktor,Аварийный конструктор,簡易コンストラクタ(V2),求生建造机,生存建造機,서바이벌 건축가,Başlangıç Seviyesi İnşa Makinesi
ConstructorSV_Old,Mobile Constructor (old - please replace),Mobiler Konstruktor (alt - bitte austauschen),Assembleur mobile (obsolète - à remplacer),Costruttore Mobile (vecchio - sostituire per favore),Constructor grande (viejo - reemplazar),Construtor Móvel (velho - substituir),Construtor Portátil (antigo - substitua),Mały Konstruktor (przestarzały - proszę wymienić),Мобильный конструктор (устарел - пожалуйста замените),スモール・コンストラクタ(SV),移动建造机（老旧 - 请替换）,移動建造機（舊 - 請替換）,이동식 건축가(구식 - 교체할 것),Mobil İnşa Makinesi (eski - lütfen değiştirin)
ConstructorT1,Large Constructor (old - please replace),Konstruktor groß (alt - bitte austauschen),Grand assembleur (obsolète - à remplacer),Costruttore Grande (vecchio - sostituire per favore),Constructor grande (viejo - reemplazar),Construtor Grande (velho - substituir),Construtor Grande (antigo - substitua),Duży Konstruktor (przestarzały - proszę wymienić),Большой конструктор (устарел - пожалуйста замените),ラージ・コンストラクタ(T1),大型建造机（老旧 - 请替换）,大建造機（舊 - 請替換）,대형 건축가(구식 - 교체할 것),Büyük İnşa Makinesi (eski - lütfen değiştirin)
ConstructorT1V2,Large Constructor,Konstruktor groß,Grand constructeur,Costruttore Grande,Constructor grande,Construtor Grande,Construtor Grande,Duży Konstruktor,Большой конструктор,ラージ・コンストラクタ(T1V2),大型建造机,大建造機,대형 건축가,Büyük İnşa Makinesi
ConstructorT2,Advanced Constructor,Verbesserter Konstruktor,Constructeur avancé,Costruttore Avanzato,Constructor avanzado,Construtor Avançado,Construtor Avançado,Zaawansowany Konstruktor,Расширенный конструктор,アドバンスコンストラクタ(T2),高级建造机,高級建造機,고급 건축가,Gelişmiş İnşa Makinesi
ContainerAmmoLarge,Large Ammo Box,Munitionskiste (groß),Grande caisse de munitions,Scatola di Munizioni Grande,Caja grande de munición,Caixa Grande Munição,Container Grande de Munição,Skrzynia na amunicję (T2),Большой боекомплект,大型弾薬ボックス,大型弹药箱,大彈藥箱,대형 탄약 상자,Büyük Cephane Kutusu
ContainerAmmoSmall,Small Ammo Box,Munitionskiste (klein),Petite caisse de munitions,Scatola di Munizioni Piccola,Caja pequeña de munición,Caixa Pequena Munição,Container Pequeno de Munição,Skrzynia na amunicję (T1),Малый боекомплект,小型弾薬ボックス,小型弹药箱,小彈藥箱,소형 탄약 상자,Küçük Cephane Kutusu
ContainerBlocks,Cargo Box Blocks,Frachtboxblöcke,Blocs container,Scatole di Carico,Bloques de caja de carga,Blocos Caixa de Carga,Blocos de Container de Carga,Skrzynie (grupa),Контейнеры,カーゴ・ボックス,货箱组,貨箱方塊,화물 상자 블록,Kargo Kutusu Blokları
ContainerHarvest,Cargo Box (Harvest),Frachtbox (Erze und Holz),Container de récolte,Scatola di Carico (Raccolto),Caja de carga (cosecha),Caixa de Carga (Colheita),Container de Carga (Colheita),Skrzynia na zbiory,Контейнер (добыча ресурсов),カーゴ・ボックス(採掘・伐採用),货箱（搜刮）,貨箱（收穫）,화물 상자(수확),Kargo Kutusu (Hasat)
ContainerMS01,Cargo Box,Frachtbox,Container,Scatola di Carico,Caja de carga,Caixa de Carga,Container de Carga,Skrzynia,Контейнер,カーゴ・ボックス,货箱,貨箱,화물 상자,Kargo Kutusu
ContainerPersonal,Personal Cargo Box,Persönliche Frachtbox,Casiers personnels,Armadietto Personale,Caja de carga personal,Caixa de Carga Pessoal,Container de Carga Pessoal,Szafki osobiste,Личный шкафчик,パーソナル・カーゴ・ボックス,个人货箱,個人貨箱,개인 화물 상자,Kişisel Kargo Kutusu
ContainerRandom,Cargo Box (POI),Frachtbox (POI),Container (POI),Scatola di Carico (PDI),Caja de carga 3 (PDI),Caixa de Carga (PDI),Container de Carga (PDI),Skrzynia (POI),Контейнер (ТИ),カーゴ・ボックス(POI),货箱 (POI),貨箱（有價值地點）,화물 상자(POI),Kargo Kutusu (POI)
ContainerUltraRare,Cargo Box (POI) - Ultra Rare,Frachtbox (POI) - extrem selten,Container très rare (POI),Scatola di Carico (PDI) – Ultra Rara,Caja de carga 3 (PDI) Ultra rara,Caixa de Carga (PDI) - Ultra Raro,Container de Carga (PDI) - Ultra Rara,Skrzynia (POI) - ekstremalnie rzadka,Контейнер (ТИ) - Очень редкий,カーゴ・ボックス(POI- Ultra Rare),货箱 (POI) - 珍稀,貨箱（有價值地點） - 超稀有,화물 상자(POI) - 매우 희소,Kargo Kutusu (POI) - Ultra Nadir
CoreEnemy,Alien Core,Alienkern,Noyau Alien,Nucleo Alieno,Núcleo alienígena,Núcleo Alien,Núcleo Alien,Rdzeń obcych,Ядро инопланетян,エイリアン・コア,外星核心,外星核心,외계 코어,Uzay Çekirdeği
CoreEnemyAdmin,Alien Core (Admin),Alienkern (Admin),Noyau Alien (Admin),Nucleo Alieno (Admin),Núcleo alienígena (Admin),Núcleo Alien (Admin),Núcleo Alien (Admin),Rdzeń obcych (Admin),Ядро инопланетян (Админ),エイリアン・コア(Admin),外星核心（管理员）,外星核心（管理者）,외계 코어(관리자),Uzay Çekirdeği (Yönetici)
CoreFlyDir,Core (obsolete),Kern (veraltet),Noyau (obsolète),Nucleo (Obsoleto),Núcleo (obsoleto),Núcleo (obsoleto),Núcleo (obsoleto),Rdzeń (przestarzały),Ядро (устаревшее),コア (obsolete),核心（废弃）,核心（老式）,코어(구식),Çekirdek (eski)
CorePlayer,Core,Kern,Noyau,Nucleo,Núcleo,Núcleo,Núcleo,Rdzeń,Ядро,コア,核心,核心,코어,Çekirdek
CorePlayerAdmin,Core (Admin),Kern (Admin),Noyau (Admin),Nucleo (Admin),Núcleo (Admin),Núcleo (Admin),Núcleo (Admin),Rdzeń (Admin),Ядро (Админ),コア(Admin),核心（管理员）,核心（管理者）,코어(관리자),Çekirdek (Yönetici)
DockingPad,Docking Pad,Andockplatte,Système d'arrimage,Piattaforma di Atterraggio,Almohadilla de atraque,Tapete de Atracagem,Bloco de Ancoragem,Podkładka dokująca,Стыковочный узел,ドッキング・パッド,停靠板,停泊台,도킹 패드,Kenetlenme Plakası
DoorArmored,Automatic Armored Door,Gepanzerte Automatiktür,Porte automatique blindée,Porta Blindata Automatica,Puertas armadas automáticas,Porta Blindada Automática,Porta Automática Reforçada,"Drzwi automatyczne, pancerne",Автоматическая прочная дверь,強化型自動ドア,加固自动门,自動裝甲門,장갑 자동문,Otomatik Zırhlı Kapı
DoorArmoredBlocks,Armored Automatic Door Blocks,Automatiktür Blöcke (gepanzert),Blocs portes automatiques blindées,Porte Blindate Automatiche,Bloques de puertas armadas automáticas,Blocos Porta Automática Blindada,Bloco de Porta Automática Reforçada,"Drzwi automatyczne, pancerne (grupa)",Блоки прочных автоматических дверей,強化型自動ドアブロック,加固自动门方块组,自動裝甲門方塊,장갑 자동문 블록,Otomatik Zırhlı Kapı Blokları
DoorBlocks,Automatic Door Blocks,Automatiktür Blöcke,Blocs portes automatiques,Porte Automatiche,Bloques de puertas automáticas,Blocos Porta Automática,Bloco de Porta Automática,Drzwi automatyczne (grupa),Блоки автоматических дверей,自動ドアブロック,自动门方块组,自動門方塊,자동문 블록,Otomatik Kapı Blokları
DoorBlocksSV,Manual Door Blocks,Manuelle Türblöcke,Blocs porte manuelle,Porte Manuali,Bloques de puertas manuales,Blocos Porta Manual,Blocos de Porta Manual,Drzwi (grupa),Блоки механических дверей,手動ドアブロック,手动门方块组,手動門方塊,수동문 블록,Manüel Kapı Blokları
DoorInterior01,Automatic Door 2,Automatiktür 2,Porte automatique 2,Porta Automatica 2,Puerta automática 2,Porta Automática 2,Porta Automática 2,Drzwi automatyczne 2,Автоматическая дверь 2,自動ドア2,自动门 2,自動門2,자동문 2,Otomatik Kapı 2
DoorInterior01SlimSV,Manual Interior Door (Slim),Manuelle Innentüre (schmal),Porte intérieure manuelle (étroite),Porta Interna Manuale (Sottile),Puerta interior manual (delgada),Porta Interior Manual (Estreita),Porta Manual de Interior (Compacta),"Drzwi przeszklone, wąskie",Внутренняя механическая дверь (тонкая),手動扉(Thin),手动室内门（轻型）,手動內部門（窄）,실내 수동문(슬림),Manüel İç Kapı (İnce)
DoorInterior01SV,Manual Interior Door,Manuelle Innentüre,Porte intérieure manuelle,Porta Interna Manuale,Puerta interior manual,Porta Interior Manual,Porta Manual de Interior,Drzwi przeszklone,Внутренняя механическая дверь,手動扉,手动室内门,手動內部門,인테리어 수동문,Manüel İç Kapı
DoorInterior02,Automatic Door 3,Automatiktür 3,Porte automatique 3,Porta Automatica 3,Puerta automática 3,Porta Automática 3,Porta Automática 3,Drzwi automatyczne 3,Автоматическая дверь 3,自動ドア3,自动门 3,自動門3,자동문 3,Otomatik Kapı 3
DoorMS01,Automatic Door 1,Automatiktür 1,Porte automatique 1,Porta Automatica 1,Puerta automática 1,Porta Automática 1,Porta Automática 1,Drzwi automatyczne 1,Автоматическая дверь 1,自動ドア,自动门 1,自動門1,자동문 1,Otomatik Kapı 1
DoorSS01,Manual Door,Manuelle Türe,Porte manuelle,Porta Manuale,Puerta manual,Porta Manual,Porta Manual,Drzwi,Механическая дверь,自動ドア,手动门,手動門,수동문,Manüel Kapı
DoorSS01Slim,Manual Door (Slim),Manuelle Türe (schmal),Porte manuelle (étroite),Porta Manuale (Sottile),Puerta manual (delgada),Porta Manual (Estreita),Porta Manual (Compacta),"Drzwi, wąskie",Механическая дверь (тонкая),手動ドア(Slim),手动门（轻型）,手動門（窄）,수동문(슬림),Manüel Kapı (İnce)
DoorVertical,Automatic Door 1 (vert),Automatiktür 1 (vertikal),Porte automatique 1 (ouverture verticale),Porta Automatica 1 (Verticale),Puerta automática 1 (vert),Porta Automática 1 (vert),Porta Automática 1 (vert),Drzwi automatyczne 1 (pionowe),Автоматическая дверь 1 (верт),垂直式自動ドア1,自动门 1 （垂直）,自動門1（垂直）,자동문 1(수직),Otomatik Kapı 1 (dik)
DoorVerticalArmored,Automatic Armored Door 1 (vert),Gepanzerte Automatiktür 1 (vertikal),Porte automatique blindée (ouverture verticale),Porta Blindata Automatica (Verticale),Puertas armadas automáticas 1 (vert),Porta Blindada Automática 1 (vert),Porta Automática Reforçada 1 (vert),"Drzwi automatyczne, pancerne 1 (pionowe)",Автоматическая прочная дверь (верт),垂直式強化型自動ドア1,加固自动门（垂直）,自動裝甲門1（垂直）,장갑 자동문 1(수직),Otomatik Zırhlı Kapı 1 (dik)
DoorVerticalGlass,Automatic Door 2 (vert),Automatiktür 2 (vertikal),Porte automatique 2 (ouverture verticale),Porta Automatica 2 (Verticale),Puerta automática 2 (vert),Porta Automática 2 (vert),Porta Automática 2 (vert),Drzwi automatyczne 2 (pionowe),Автоматическая дверь 2 (верт),垂直式自動ドア2,自动门 2 （垂直）,自動門2（垂直）,자동문 2(수직),Otomatik Kapı 2 (dik)
DropContainer,Drop Container,Notbehälter,Container,Container,Contenedor de salto,Recipiente Suspenso,Container,Pojemnik na odpady,Сбрасываемый контейнер,ドロップコンテナ,空投容器,空投容器,드롭 컨테이너,Düşen Envanter Konteyneri
ElevatorMS,Elevator Block,Aufzugsblock,Bloc ascenseur,Ascensore,Bloque elevador,Bloco Elevador,Bloco de Elevador,Winda,Блок лифта,エレベーター・ブロック,电梯方块组,電梯方塊,엘리베이터 블록,Asansör Bloku
EntitySpawner1,NPC Spawner (Pad),NPC Spawnblock (Pad),Spawner PNJ (pad),Generatore di PNG (Pad),NPC generar (almohadilla),Disseminador NPC (Tapete),Gerador de NPC (Piso),NPC Spawner (podkładka),Спаунер NPC (коврик),NPCスポナー・バッド,NPC刷新点（板垫）,NPC生成器（台）,NPC 스포너(패드),NPC Çağırıcı (Taban)
EntitySpawnerBlock,NPC Spawner (Block),NPC Spawnblock (Block),Bloc Spawner PNJ,Generatore di PNG (Blocco),NPC generar (bloque),Disseminador NPC (Bloco),Gerador de NPC (Bloco),NPC Spawner (blok),Спаунер NPC (блок),NPCスポナー・ブロック,NPC刷新点（方块）,NPC生成器（方塊）,NPC 스포너(블록),NPC Çağırıcı (Blok)
EntitySpawnerPlate,NPC Spawner (Plate),NPC Spawnblock (Platte),Plaque Spawner PNJ,Generatore di PNG (Piastra),NPC generar (placa),Disseminador NPC (Placa),Gerador de NPC (Placa),NPC Spawner (płyta),Спаунер NPC (плита),NPCスポナー・プレート,NPC刷新点（平板）,NPC生成器（板）,NPC 스포너(플레이트),NPC Çağırıcı (Levha)
EntitySpawnerPlateThin,NPC Spawner (Thin Plate),NPC Spawnblock (Dünne Platte),Plaque Spawner PNJ,Generatore di PNG (Piastra Sottile),NPC generar (placa fina),Disseminador NPC (Placa Fina),Gerador de NPC (Placa Fina),NPC Spawner (cienka płyta),Спаунер NPC (тонкая плита),NPCスポナー・薄型プレート,NPC刷新点（薄板）,NPC生成器（薄板）,NPC 스포너(얇은 플레이트),NPC Çağırıcı (İnce Levha)
ExplosiveBlock,Explosive Block (Self),Explodierender Block (Selbst),Bloc explosif (auto),Blocco Esplosivo (Da Solo),Bloque explosivo (propio),Bloco Explosivo (Próprio),Bloco Explosivo (Auto),Wybuchowy blok (siebie),Взрывной блок (основной),爆発ブロック・自己,爆炸方块（自爆）,爆炸方塊（自爆）,폭발물 블록(자체),Patlayıcı Blok (Kendiliğinden)
ExplosiveBlock2,Explosive Block (Radius),Explodierender Block (Radius),Bloc explosif (rayon),Blocco Esplosivo (Raggio),Bloque explosivo (radio),Bloco Explosivo (Raio),Bloco Explosivo (Proximidade),Wybuchowy blok (zasięg),Взрывной блок (расширение),爆発ブロック・半径,爆炸方块（范围）,爆炸方塊（範圍）,폭발물 블록(반경),Patlayıcı Blok (Radyan)
Flare,Flare,Signallicht,Balise lumineuse,Flare,Luz de emergencia,Chama,Sinalizador,Flara,Маячок,信号灯,闪光灯,照明彈,플레어,İşaret Işığı
FoodProcessorMS,Food Processor (old - please replace),Nahrungsmittel-Prozessor (alt - bitte austauschen),Robot ménager (obsolète - à remplacer),Sintetizzatore Alimentare (Vecchio - Per Favore Sostituire),Procesador de alimento (viejo - reemplazar),Processador de Alimentos (velho - substituir),Processador de Alimentos (antigo - substituir),Robot kuchenny (przestarzały - proszę wymienić),Пищевой процессор (устарел - замените),フードプロセッサー,食物加工机（老旧 - 请替换）,食物加工機（舊 - 請替換）,푸드 프로세서(구식 - 교체할 것),Gıda İşlemcisi (eski - lütfen değiştirin)
FoodProcessorV2,Food Processor,Nahrungsmittel-Prozessor,Synthétiseur de nourriture,Sintetizzatore Alimentare,Procesador de alimento,Processador de Alimentos,Processador de Alimentos,Robot kuchenny,Пищевой процессор,フードプロセッサー,食物加工机,食物加工機,푸드 프로세서,Gıda İşlemcisi
FridgeMS,Fridge (T1),Kühlschrank (T1),Frigo V1,Frigo (V1),Frigorífico (T1),Frigorífico (T1),Geladeira (T1),Lodówka (T1),Холодильник (К1),冷蔵庫(T1),冰箱 (T1),冰箱（T1）,냉장고(T1),Buzdolabı (T1)
FridgeMS02,Fridge (T2),Kühlschrank (T2),Frigo V2,Frigo (V2),Frigorífico (T2),Frigorífico (T2),Geladeira (T2),Lodówka (T2),Холодильник (К2),冷蔵庫(T2),冰箱 (T2),冰箱（T2）,냉장고(T2),Buzdolabı (T2)
FridgeSV,Fridge,Kühlschrank,Frigo,Frigo,Frigorífico,Frigorífico,Geladeira,Lodówka,Холодильник,冷蔵庫,冰箱,冰箱,냉장고,Buzdolabı
FuelTankMSLarge,Fuel Tank (T2),Treibstofftank (T2),Réservoir de carburant V2,Serbatoio di Carburante (V2),Tanque de fuel (T2),Depósito de Combustível (T2),Tanque de Combustível (T2),Zbiornik paliwa (T2),Топливный бак (К2),大型燃料タンク,燃料罐 (T2),燃料箱（T2）,연료 탱크(T2),Yakıt Tankı (T2)
FuelTankMSLargeT2,Fuel Tank (T3),Treibstofftank (T3),Réservoir de carburant V3,Serbatoio di Carburante (V3),Tanque de fuel (T3),Depósito de Combustível (T3),Tanque de Combustível (T3),Zbiornik paliwa (T3),Топливный бак (К3),燃料タンク(T3),燃料罐 (T3),燃料箱（T3）,연료 탱크(T3),Yakıt Tankı (T3)
FuelTankMSSmall,Fuel Tank (T1),Treibstofftank (T1),Réservoir de carburant V1,Serbatoio di Carburante (V1),Tanque de fuel (T1),Depósito de Combustível (T1),Tanque de Combustível (T1),Zbiornik paliwa (T1),Топливный бак (К1),小型燃料タンク,燃料罐 (T1),燃料箱（T1）,연료 탱크(T1),Yakıt Tankı (T1)
FuelTankPOI,Fuel Tank POI,Treibstofftank POI,Réservoir de carburant POI,Serbatoio di Carburante (PDI),Tanque de fuel PDI,Depósito de Combustível PDI,Tanque de Combustível PDI,Zbiornik paliwa (T2),Топливный бак (ТИ),燃料タンク(POI),燃料罐 POI,燃料箱有價值地點,연료 탱크 POI,Yakıt Tankı POI
FuelTankSV,Fuel Tank,Treibstofftank,Réservoir de carburant,Serbatoio di Carburante,Tanque de fuel,Depósito de Combustível,Tanque de Combustível,Zbiornik paliwa,Топливный бак,燃料タンク,燃料罐,燃料箱,연료 탱크,Yakıt Tankı
Furnace,Furnace,Schmelzofen,Fourneau,Fornace,Caldera,Forno,Fornalha,Piec hutniczy,Печь,溶鉱炉,熔炉,熔爐,용광로,Fırın
GeneratorBA,Small Generator,Generator klein,Petit générateur,Generatore Piccolo,Generador pequeño,Gerador Pequeno,Gerador Pequeno,Generator (T1),Малый генератор,小型ジェネレータ,小型发电机,小型發電機,소형 발전기,Küçük Jeneratör
GeneratorMS,Large Generator (T1),Generator groß (T1),Grand générateur V1,Generatore Grande (V1),Generador grande (T1),Gerador Grande (T1),Gerador Grande (T1),Generator (T2),Большой генератор (К1),大型ジェネレータ,大型发电机 (T1),大型發電機（T1）,대형 발전기(T1),Büyük Jeneratör (T1)
GeneratorMST2,Large Generator (T2),Generator groß (T2),Grand générateur V2,Generatore Grande (V2),Generador grande (T2),Gerador Grande (T2),Gerador Grande (T2),Generator (T3),Большой генератор (К2),大型ジェネレータ (T2),大型发电机 (T2),大型發電機（T2）,대형 발전기(T2),Büyük Jeneratör (T2)
GeneratorSV,Generator,Generator,Générateur,Generatore,Generador,Gerador,Gerador,Generator,Генератор,ジェネレータ,发电机,發電機,발전기,Jeneratör
GravityGeneratorMS,Gravity Generator,Schwerkraft-Generator,Générateur de gravité,Generatore di Gravità,Generador de gravedad,Gerador Gravidade,Gerador de Gravidade,Generator grawitacji,Генератор гравитации,重力制御装置,重力发生器,重力發電機,중력 생성기,Yer Çekimi Jeneratörü
